mgi_symbol	gene_id	gene_name
Adat2	ENSMUSG00000019808	ADAT2
Adat3	ENSMUSG00000113640	ADAT3
Adck1	ENSMUSG00000021044	ADCK1
Adck2	ENSMUSG00000046947	ADCK2
Adck5	ENSMUSG00000022550	ADCK5
Adcy1	ENSMUSG00000020431	ADCY1
Adcy10	ENSMUSG00000026567	ADCY10
Adcy2	ENSMUSG00000021536	ADCY2
Adcy3	ENSMUSG00000020654	ADCY3
Adcy4	ENSMUSG00000022220	ADCY4
Adcy5	ENSMUSG00000022840	ADCY5
Adcy6	ENSMUSG00000022994	ADCY6
Adcy7	ENSMUSG00000031659	ADCY7
Adcy8	ENSMUSG00000022376	ADCY8
Adcy9	ENSMUSG00000005580	ADCY9
Adcyap1	ENSMUSG00000024256	ADCYAP1
Adcyap1r1	ENSMUSG00000029778	ADCYAP1R1
Add1	ENSMUSG00000029106	ADD1
Add2	ENSMUSG00000030000	ADD2
Add3	ENSMUSG00000025026	ADD3
Adgb	ENSMUSG00000050994	ADGB
Adgra1	ENSMUSG00000025475	ADGRA1
Adgra2	ENSMUSG00000031486	ADGRA2
Adgra3	ENSMUSG00000029090	ADGRA3
Adgrb1	ENSMUSG00000034730	ADGRB1
Adgrb2	ENSMUSG00000028782	ADGRB2
Adgrb3	ENSMUSG00000033569	ADGRB3
Adgrd1	ENSMUSG00000044017	ADGRD1
Adgre1	ENSMUSG00000004730	ADGRE1
Adgre5	ENSMUSG00000002885	ADGRE5
Adgrf1	ENSMUSG00000041293	ADGRF1
Adgrf3	ENSMUSG00000067642	ADGRF3
Adgrf4	ENSMUSG00000023918	ADGRF4
Adgrf5	ENSMUSG00000056492	ADGRF5
Adgrg1	ENSMUSG00000031785	ADGRG1
Adgrg2	ENSMUSG00000031298	ADGRG2
Adgrg3	ENSMUSG00000060470	ADGRG3
Adgrg4	ENSMUSG00000053852	ADGRG4
Adgrg5	ENSMUSG00000061577	ADGRG5
Adgrg6	ENSMUSG00000039116	ADGRG6
Adgrg7	ENSMUSG00000022755	ADGRG7
Adgrl1	ENSMUSG00000013033	ADGRL1
Adgrl2	ENSMUSG00000028184	ADGRL2
Adgrl3	ENSMUSG00000037605	ADGRL3
Adgrl4	ENSMUSG00000039167	ADGRL4
Adgrv1	ENSMUSG00000069170	ADGRV1
Adh1	ENSMUSG00000074207	ADH1C
Adh1	ENSMUSG00000074207	ADH1A
Adh1	ENSMUSG00000074207	ADH1B
Adh4	ENSMUSG00000037797	ADH4
Adh5	ENSMUSG00000028138	ADH5
Adh6b	ENSMUSG00000074206	ADH6
Adh7	ENSMUSG00000055301	ADH7
Adhfe1	ENSMUSG00000025911	ADHFE1
Adi1	ENSMUSG00000020629	ADI1
Adig	ENSMUSG00000044405	ADIG
Adipoq	ENSMUSG00000022878	ADIPOQ
Adipor1	ENSMUSG00000026457	ADIPOR1
Adipor2	ENSMUSG00000030168	ADIPOR2
Adk	ENSMUSG00000039197	ADK
Adm	ENSMUSG00000030790	ADM
Adm2	ENSMUSG00000054136	ADM2
Adnp	ENSMUSG00000051149	ADNP
Adnp2	ENSMUSG00000053950	ADNP2
Ado	ENSMUSG00000057134	ADO
Adora1	ENSMUSG00000042429	ADORA1
Adora2a	ENSMUSG00000020178	ADORA2A
Adora2b	ENSMUSG00000018500	ADORA2B
Adora3	ENSMUSG00000000562	ADORA3
Adpgk	ENSMUSG00000025236	ADPGK
Adprh	ENSMUSG00000002844	ADPRH
Adprhl1	ENSMUSG00000031448	ADPRHL1
Adprm	ENSMUSG00000020910	ADPRM
Adprs	ENSMUSG00000042558	ADPRS
Adra1a	ENSMUSG00000045875	ADRA1A
Adra1b	ENSMUSG00000050541	ADRA1B
Adra1d	ENSMUSG00000027335	ADRA1D
Adra2a	ENSMUSG00000033717	ADRA2A
Adra2b	ENSMUSG00000058620	ADRA2B
Adra2c	ENSMUSG00000045318	ADRA2C
Adrb1	ENSMUSG00000035283	ADRB1
Adrb2	ENSMUSG00000045730	ADRB2
Adrb3	ENSMUSG00000031489	ADRB3
Adrm1	ENSMUSG00000039041	ADRM1
Adsl	ENSMUSG00000022407	ADSL
Adss	ENSMUSG00000015961	ADSS2
Adssl1	ENSMUSG00000011148	ADSS1
Adtrp	ENSMUSG00000058022	ADTRP
Aebp1	ENSMUSG00000020473	AEBP1
Aebp2	ENSMUSG00000030232	AEBP2
Aen	ENSMUSG00000030609	AEN
AF357341	ENSMUSG00000065022	SNORD114-13
AF357341	ENSMUSG00000065022	SNORD114-11
AF357341	ENSMUSG00000065022	SNORD114-16
AF357428	ENSMUSG00000065749	SNORD114-13
AF357428	ENSMUSG00000065749	SNORD114-11
AF357428	ENSMUSG00000065749	SNORD114-16
Afap1	ENSMUSG00000029094	AFAP1
Afap1l1	ENSMUSG00000033032	AFAP1L1
Afap1l2	ENSMUSG00000025083	AFAP1L2
Afdn	ENSMUSG00000068036	AFDN
Aff1	ENSMUSG00000029313	AFF1
Aff2	ENSMUSG00000031189	AFF2
Aff3	ENSMUSG00000037138	AFF3
Aff4	ENSMUSG00000049470	AFF4
Afg1l	ENSMUSG00000038302	AFG1L
Afg3l2	ENSMUSG00000024527	AFG3L2
Afm	ENSMUSG00000029369	AFM
Afmid	ENSMUSG00000017718	AFMID
Afp	ENSMUSG00000054932	AFP
Aftph	ENSMUSG00000049659	AFTPH
Aga	ENSMUSG00000031521	AGA
Agap1	ENSMUSG00000055013	AGAP1
Agap2	ENSMUSG00000025422	AGAP2
Agap3	ENSMUSG00000023353	AGAP3
Agbl1	ENSMUSG00000025754	AGBL1
Agbl2	ENSMUSG00000040812	AGBL2
Agbl3	ENSMUSG00000038836	AGBL3
Agbl4	ENSMUSG00000061298	AGBL4
Agbl5	ENSMUSG00000029165	AGBL5
Ager	ENSMUSG00000015452	AGER
Agfg1	ENSMUSG00000026159	AGFG1
Agfg2	ENSMUSG00000029722	AGFG2
Aggf1	ENSMUSG00000021681	AGGF1
Agk	ENSMUSG00000029916	AGK
Agl	ENSMUSG00000033400	AGL
Agmat	ENSMUSG00000040706	AGMAT
Agmo	ENSMUSG00000050103	AGMO
Ago1	ENSMUSG00000041530	AGO1
Ago2	ENSMUSG00000036698	AGO2
Ago3	ENSMUSG00000028842	AGO3
Ago4	ENSMUSG00000042500	AGO4
Agpat1	ENSMUSG00000034254	AGPAT1
Agpat2	ENSMUSG00000026922	AGPAT2
Agpat3	ENSMUSG00000001211	AGPAT3
Agpat4	ENSMUSG00000023827	AGPAT4
Agpat5	ENSMUSG00000031467	AGPAT5
Agps	ENSMUSG00000042410	AGPS
Agr2	ENSMUSG00000020581	AGR2
Agr3	ENSMUSG00000036231	AGR3
Agrn	ENSMUSG00000041936	AGRN
Agrp	ENSMUSG00000005705	AGRP
Agt	ENSMUSG00000031980	AGT
Agtpbp1	ENSMUSG00000021557	AGTPBP1
Agtr1a	ENSMUSG00000049115	AGTR1
Agtr1b	ENSMUSG00000054988	AGTR1
Agtr2	ENSMUSG00000068122	AGTR2
Agtrap	ENSMUSG00000029007	AGTRAP
Agxt	ENSMUSG00000026272	AGXT
Agxt2	ENSMUSG00000089678	AGXT2
Ahctf1	ENSMUSG00000026491	AHCTF1
Ahcy	ENSMUSG00000027597	AHCY
Ahcyl1	ENSMUSG00000027893	AHCYL1
Ahcyl2	ENSMUSG00000029772	AHCYL2
Ahdc1	ENSMUSG00000037692	AHDC1
Ahi1	ENSMUSG00000019986	AHI1
Ahnak	ENSMUSG00000069833	AHNAK
Ahnak2	ENSMUSG00000118667	AHNAK2
Ahr	ENSMUSG00000019256	AHR
Ahrr	ENSMUSG00000021575	AHRR
Ahsa1	ENSMUSG00000021037	AHSA1
Ahsg	ENSMUSG00000022868	AHSG
AI413582	ENSMUSG00000062753	SMIM29
AI429214	ENSMUSG00000074384	C8orf48
AI467606	ENSMUSG00000045165	C16orf54
AI593442	ENSMUSG00000078307	C11orf87
AI597479	ENSMUSG00000010290	C2orf49
AI661453	ENSMUSG00000034382	C6orf132
AI837181	ENSMUSG00000047423	C11orf68
Aicda	ENSMUSG00000040627	AICDA
Aida	ENSMUSG00000042901	AIDA
Aif1	ENSMUSG00000024397	AIF1
Aif1l	ENSMUSG00000001864	AIF1L
Aifm1	ENSMUSG00000036932	AIFM1
Aifm2	ENSMUSG00000020085	AIFM2
Aifm3	ENSMUSG00000022763	AIFM3
Aig1	ENSMUSG00000019806	AIG1
Aim2	ENSMUSG00000037860	AIM2
Aimp1	ENSMUSG00000028029	AIMP1
Aimp2	ENSMUSG00000029610	AIMP2
Aip	ENSMUSG00000024847	AIP
Aipl1	ENSMUSG00000040554	AIPL1
Aire	ENSMUSG00000000731	AIRE
Ajap1	ENSMUSG00000039546	AJAP1
Ajm1	ENSMUSG00000029419	AJM1
Ajuba	ENSMUSG00000022178	AJUBA
Ak1	ENSMUSG00000026817	AK1
AK157302	ENSMUSG00000078139	ISCA1
Ak2	ENSMUSG00000028792	AK2
Ak3	ENSMUSG00000024782	AK3
Ak4	ENSMUSG00000028527	AK4
Ak4	ENSMUSG00000028527	AK4P3
Ak5	ENSMUSG00000039058	AK5
Ak6	ENSMUSG00000078941	TAF9
Ak7	ENSMUSG00000041323	AK7
Ak8	ENSMUSG00000026807	AK8
Ak9	ENSMUSG00000091415	AK9
Akain1	ENSMUSG00000091636	AKAIN1
Akap1	ENSMUSG00000018428	AKAP1
Akap10	ENSMUSG00000047804	AKAP10
Akap11	ENSMUSG00000022016	AKAP11
Akap12	ENSMUSG00000038587	AKAP12
Akap13	ENSMUSG00000066406	AKAP13
Akap14	ENSMUSG00000036551	AKAP14
Akap3	ENSMUSG00000030344	AKAP3
Akap4	ENSMUSG00000050089	AKAP4
Akap5	ENSMUSG00000021057	AKAP5
Akap6	ENSMUSG00000061603	AKAP6
Akap7	ENSMUSG00000039166	AKAP7
Akap8	ENSMUSG00000024045	AKAP8
Akap8l	ENSMUSG00000002625	AKAP8L
Akap9	ENSMUSG00000040407	AKAP9
Akip1	ENSMUSG00000031023	AKIP1
Akirin1	ENSMUSG00000023075	AKIRIN1
Akirin2	ENSMUSG00000028291	AKIRIN2
Akna	ENSMUSG00000039158	AKNA
Aknad1	ENSMUSG00000049565	AKNAD1
Akp3	ENSMUSG00000036500	ALPG
Akp3	ENSMUSG00000036500	ALPI
Akp3	ENSMUSG00000036500	ALPP
Akr1a1	ENSMUSG00000028692	AKR1A1
Akr1b10	ENSMUSG00000061758	AKR1B10
Akr1b3	ENSMUSG00000001642	AKR1B1
Akr1b7	ENSMUSG00000052131	AKR1B10
Akr1b8	ENSMUSG00000029762	AKR1B10
Akr1d1	ENSMUSG00000038641	AKR1D1
Akr1e1	ENSMUSG00000045410	AKR1E2
Akr7a5	ENSMUSG00000028743	AKR7L
Akt1	ENSMUSG00000001729	AKT1
Akt1s1	ENSMUSG00000011096	AKT1S1
Akt2	ENSMUSG00000004056	AKT2
Akt3	ENSMUSG00000019699	AKT3
Aktip	ENSMUSG00000031667	AKTIP
Alad	ENSMUSG00000028393	ALAD
Alas1	ENSMUSG00000032786	ALAS1
Alas2	ENSMUSG00000025270	ALAS2
Alb	ENSMUSG00000029368	ALB
Alcam	ENSMUSG00000022636	ALCAM
Aldh16a1	ENSMUSG00000007833	ALDH16A1
Aldh18a1	ENSMUSG00000025007	ALDH18A1
Aldh1a1	ENSMUSG00000053279	ALDH1A1
Aldh1a2	ENSMUSG00000013584	ALDH1A2
Aldh1a3	ENSMUSG00000015134	ALDH1A3
Aldh1a7	ENSMUSG00000024747	ALDH1A1
Aldh1b1	ENSMUSG00000035561	ALDH1B1
Aldh1l1	ENSMUSG00000030088	ALDH1L1
Aldh1l2	ENSMUSG00000020256	ALDH1L2
Aldh2	ENSMUSG00000029455	ALDH2
Aldh3a1	ENSMUSG00000019102	ALDH3A1
Aldh3a2	ENSMUSG00000010025	ALDH3A2
Aldh3b1	ENSMUSG00000024885	ALDH3B1
Aldh3b2	ENSMUSG00000075296	ALDH3B2
Aldh3b3	ENSMUSG00000037263	ALDH3B2
Aldh4a1	ENSMUSG00000028737	ALDH4A1
Aldh5a1	ENSMUSG00000035936	ALDH5A1
Aldh6a1	ENSMUSG00000021238	ALDH6A1
Aldh7a1	ENSMUSG00000053644	ALDH7A1
Aldh8a1	ENSMUSG00000037542	ALDH8A1
Aldh9a1	ENSMUSG00000026687	ALDH9A1
Aldoa	ENSMUSG00000030695	ALDOA
Aldoa	ENSMUSG00000114515	ALDOA
Aldoart1	ENSMUSG00000059343	ALDOA
Aldoart2	ENSMUSG00000063129	ALDOA
Aldob	ENSMUSG00000028307	ALDOB
Aldoc	ENSMUSG00000017390	ALDOC
Alg1	ENSMUSG00000039427	ALG1L2
Alg1	ENSMUSG00000039427	ALG1
Alg10b	ENSMUSG00000075470	ALG10B
Alg10b	ENSMUSG00000075470	ALG10
Alg11	ENSMUSG00000063362	ALG11
Alg12	ENSMUSG00000035845	ALG12
Alg13	ENSMUSG00000041718	ALG13
Alg14	ENSMUSG00000039887	ALG14
Alg2	ENSMUSG00000039740	ALG2
Alg3	ENSMUSG00000033809	ALG3
Alg5	ENSMUSG00000036632	ALG5
Alg6	ENSMUSG00000073792	ALG6
Alg8	ENSMUSG00000035704	ALG8
Alg9	ENSMUSG00000032059	ALG9
Alk	ENSMUSG00000055471	ALK
Alkal1	ENSMUSG00000087247	ALKAL1
Alkal2	ENSMUSG00000054204	ALKAL2
Alkbh1	ENSMUSG00000079036	ALKBH1
Alkbh2	ENSMUSG00000044339	ALKBH2
Alkbh3	ENSMUSG00000040174	ALKBH3
Alkbh4	ENSMUSG00000039754	ALKBH4
Alkbh5	ENSMUSG00000042650	ALKBH5
Alkbh6	ENSMUSG00000042831	ALKBH6
Alkbh7	ENSMUSG00000002661	ALKBH7
Alkbh8	ENSMUSG00000025899	ALKBH8
Allc	ENSMUSG00000020636	ALLC
Alms1	ENSMUSG00000063810	ALMS1
Alox12	ENSMUSG00000000320	ALOX12
Alox12b	ENSMUSG00000032807	ALOX12B
Alox15	ENSMUSG00000018924	ALOX15
Alox5	ENSMUSG00000025701	ALOX5
Alox5ap	ENSMUSG00000060063	ALOX5AP
Alox8	ENSMUSG00000020891	ALOX15B
Aloxe3	ENSMUSG00000020892	ALOXE3
Alpi	ENSMUSG00000079440	ALPP
Alpi	ENSMUSG00000079440	ALPG
Alpi	ENSMUSG00000079440	ALPI
Alpk1	ENSMUSG00000028028	ALPK1
Alpk2	ENSMUSG00000032845	ALPK2
Alpk3	ENSMUSG00000038763	ALPK3
Alpl	ENSMUSG00000028766	ALPL
Alppl2	ENSMUSG00000026246	ALPG
Alppl2	ENSMUSG00000026246	ALPP
Alppl2	ENSMUSG00000026246	ALPI
Als2	ENSMUSG00000026024	ALS2
Als2cl	ENSMUSG00000044037	ALS2CL
Alx1	ENSMUSG00000036602	ALX1
Alx3	ENSMUSG00000014603	ALX3
Alx4	ENSMUSG00000040310	ALX4
Alyref	ENSMUSG00000025134	ALYREF
Alyref2	ENSMUSG00000060244	ALYREF
Amacr	ENSMUSG00000022244	AMACR
Ambn	ENSMUSG00000029288	AMBN
Ambp	ENSMUSG00000028356	AMBP
Ambra1	ENSMUSG00000040506	AMBRA1
Amd1	ENSMUSG00000075232	AMD1
Amd2	ENSMUSG00000063953	AMD1
Amdhd1	ENSMUSG00000015890	AMDHD1
Amdhd2	ENSMUSG00000036820	AMDHD2
Amelx	ENSMUSG00000031354	AMELX
Amer1	ENSMUSG00000050332	AMER1
Amer2	ENSMUSG00000021986	AMER2
Amer3	ENSMUSG00000045174	AMER3
Amfr	ENSMUSG00000031751	AMFR
Amh	ENSMUSG00000035262	AMH
Amhr2	ENSMUSG00000023047	AMHR2
Amigo1	ENSMUSG00000050947	AMIGO1
Amigo2	ENSMUSG00000048218	AMIGO2
Amigo3	ENSMUSG00000032593	AMIGO3
Ammecr1	ENSMUSG00000042225	AMMECR1
Ammecr1l	ENSMUSG00000041915	AMMECR1L
Amn	ENSMUSG00000021278	AMN
Amn1	ENSMUSG00000068250	AMN1
Amot	ENSMUSG00000041688	AMOT
Amotl1	ENSMUSG00000013076	AMOTL1
Amotl2	ENSMUSG00000032531	AMOTL2
Ampd1	ENSMUSG00000070385	AMPD1
Ampd2	ENSMUSG00000027889	AMPD2
Ampd3	ENSMUSG00000005686	AMPD3
Amph	ENSMUSG00000021314	AMPH
Amt	ENSMUSG00000032607	AMT
Amtn	ENSMUSG00000029282	AMTN
Amz1	ENSMUSG00000050022	AMZ1
Amz2	ENSMUSG00000020610	AMZ2
Anapc1	ENSMUSG00000014355	ANAPC1
Anapc10	ENSMUSG00000036977	ANAPC10
Anapc11	ENSMUSG00000025135	ANAPC11
Anapc13	ENSMUSG00000035048	ANAPC13
Anapc15-ps	ENSMUSG00000074780	ANAPC15
Anapc16	ENSMUSG00000020107	ANAPC16
Anapc2	ENSMUSG00000026965	ANAPC2
Anapc4	ENSMUSG00000029176	ANAPC4
Anapc5	ENSMUSG00000029472	ANAPC5
Anapc7	ENSMUSG00000029466	ANAPC7
Ang	ENSMUSG00000072115	ANG
Ang2	ENSMUSG00000047894	ANG
Ang4	ENSMUSG00000060615	ANG
Ang5	ENSMUSG00000053961	ANG
Ang6	ENSMUSG00000072598	ANG
Angel1	ENSMUSG00000021257	ANGEL1
Angel2	ENSMUSG00000026634	ANGEL2
Angpt1	ENSMUSG00000022309	ANGPT1
Angpt2	ENSMUSG00000031465	ANGPT2
Angpt4	ENSMUSG00000027460	ANGPT4
Angptl1	ENSMUSG00000033544	ANGPTL1
Angptl2	ENSMUSG00000004105	ANGPTL2
Angptl3	ENSMUSG00000028553	ANGPTL3
Angptl4	ENSMUSG00000002289	ANGPTL4
Angptl6	ENSMUSG00000038742	ANGPTL6
Angptl7	ENSMUSG00000028989	ANGPTL7
Angptl8	ENSMUSG00000047822	ANGPTL8
Ank	ENSMUSG00000022265	ANKH
Ank1	ENSMUSG00000031543	ANK1
Ank2	ENSMUSG00000032826	ANK2
Ank3	ENSMUSG00000069601	ANK3
Ankar	ENSMUSG00000039342	ANKAR
Ankdd1a	ENSMUSG00000066510	ANKDD1A
Ankdd1b	ENSMUSG00000047117	ANKDD1B
Ankef1	ENSMUSG00000074771	ANKEF1
Ankfn1	ENSMUSG00000047773	ANKFN1
Ankfy1	ENSMUSG00000020790	ANKFY1
Ankhd1	ENSMUSG00000024483	ANKHD1
Ankhd1	ENSMUSG00000024483	ANKHD1-EIF4EBP3
Ankib1	ENSMUSG00000040351	ANKIB1
Ankk1	ENSMUSG00000032257	ANKK1
Ankle1	ENSMUSG00000046295	ANKLE1
Ankle2	ENSMUSG00000029501	ANKLE2
Ankmy1	ENSMUSG00000034212	ANKMY1
Ankmy2	ENSMUSG00000036188	ANKMY2
Ankra2	ENSMUSG00000021661	ANKRA2
Ankrd1	ENSMUSG00000024803	ANKRD1
Ankrd10	ENSMUSG00000031508	ANKRD10
Ankrd11	ENSMUSG00000035569	ANKRD11
Ankrd12	ENSMUSG00000034647	ANKRD12
Ankrd13a	ENSMUSG00000041870	ANKRD13A
Ankrd13b	ENSMUSG00000037907	ANKRD13B
Ankrd13c	ENSMUSG00000039988	ANKRD13C
Ankrd13d	ENSMUSG00000005986	ANKRD13D
Ankrd16	ENSMUSG00000047909	ANKRD16
Ankrd17	ENSMUSG00000055204	ANKRD17
Ankrd2	ENSMUSG00000025172	ANKRD2
Ankrd22	ENSMUSG00000024774	ANKRD22
Ankrd23	ENSMUSG00000067653	ANKRD23
Ankrd24	ENSMUSG00000054708	ANKRD24
Ankrd27	ENSMUSG00000034867	ANKRD27
Ankrd28	ENSMUSG00000014496	ANKRD28
Ankrd29	ENSMUSG00000057766	ANKRD29
Ankrd31	ENSMUSG00000109561	ANKRD31
Ankrd33	ENSMUSG00000047034	ANKRD33
Ankrd33b	ENSMUSG00000022237	ANKRD33B
Ankrd34a	ENSMUSG00000049097	ANKRD34A
Ankrd34b	ENSMUSG00000045034	ANKRD34B
Ankrd34c	ENSMUSG00000047606	ANKRD34C
Ankrd35	ENSMUSG00000038354	ANKRD35
Ankrd37	ENSMUSG00000050914	ANKRD37
Ankrd39	ENSMUSG00000079610	ANKRD39
Ankrd40	ENSMUSG00000020864	ANKRD40
Ankrd42	ENSMUSG00000041343	ANKRD42
Ankrd44	ENSMUSG00000052331	ANKRD44
Ankrd45	ENSMUSG00000044835	ANKRD45
Ankrd46	ENSMUSG00000048307	ANKRD46
Ankrd49	ENSMUSG00000031931	ANKRD49
Ankrd50	ENSMUSG00000044864	ANKRD50
Ankrd52	ENSMUSG00000014498	ANKRD52
Ankrd53	ENSMUSG00000014747	ANKRD53
Ankrd54	ENSMUSG00000033055	ANKRD54
Ankrd55	ENSMUSG00000049985	ANKRD55
Ankrd6	ENSMUSG00000040183	ANKRD6
Ankrd60	ENSMUSG00000027517	ANKRD60
Ankrd61	ENSMUSG00000029607	ANKRD61
Ankrd63	ENSMUSG00000078137	ANKRD63
Ankrd65	ENSMUSG00000078487	ANKRD65
Ankrd66	ENSMUSG00000096140	ANKRD66
Ankrd7	ENSMUSG00000029517	POTEA
Ankrd9	ENSMUSG00000037904	ANKRD9
Anks1	ENSMUSG00000024219	ANKS1A
Anks1b	ENSMUSG00000058589	ANKS1B
Anks3	ENSMUSG00000022515	ANKS3
Anks4b	ENSMUSG00000030909	ANKS4B
Anks6	ENSMUSG00000066191	ANKS6
Ankub1	ENSMUSG00000074591	ANKUB1
Ankzf1	ENSMUSG00000026199	ANKZF1
Anln	ENSMUSG00000036777	ANLN
Ano1	ENSMUSG00000031075	ANO1
Ano10	ENSMUSG00000037949	ANO10
Ano2	ENSMUSG00000038115	ANO2
Ano3	ENSMUSG00000074968	ANO3
Ano4	ENSMUSG00000035189	ANO4
Ano5	ENSMUSG00000055489	ANO5
Ano6	ENSMUSG00000064210	ANO6
Ano7	ENSMUSG00000034107	ANO7
Ano8	ENSMUSG00000034863	ANO8
Ano9	ENSMUSG00000054662	ANO9
Anp32a	ENSMUSG00000032249	ANP32A
Anp32a	ENSMUSG00000032249	ANP32D
Anp32b	ENSMUSG00000028333	ANP32B
Anp32e	ENSMUSG00000015749	ANP32E
Anpep	ENSMUSG00000039062	ANPEP
Antkmt	ENSMUSG00000057411	ANTKMT
Antxr1	ENSMUSG00000033420	ANTXR1
Antxr2	ENSMUSG00000029338	ANTXR2
Antxrl	ENSMUSG00000047441	ANTXRL
Anxa1	ENSMUSG00000024659	ANXA1
Anxa10	ENSMUSG00000031635	ANXA10
Anxa11	ENSMUSG00000021866	ANXA11
Anxa13	ENSMUSG00000055114	ANXA13
Anxa3	ENSMUSG00000029484	ANXA3
Anxa4	ENSMUSG00000029994	ANXA4
Anxa5	ENSMUSG00000027712	ANXA5
Anxa6	ENSMUSG00000018340	ANXA6
Anxa7	ENSMUSG00000021814	ANXA7
Anxa8	ENSMUSG00000021950	ANXA8L1
Anxa8	ENSMUSG00000021950	ANXA8
Anxa9	ENSMUSG00000015702	ANXA9
Aoah	ENSMUSG00000021322	AOAH
Aoc1	ENSMUSG00000029811	AOC1
Aoc2	ENSMUSG00000078651	AOC2
Aoc3	ENSMUSG00000019326	AOC3
Aopep	ENSMUSG00000021458	AOPEP
Aox1	ENSMUSG00000063558	AOX1
Ap1ar	ENSMUSG00000074238	AP1AR
Ap1b1	ENSMUSG00000009090	AP1B1
Ap1g1	ENSMUSG00000031731	AP1G1
Ap1g2	ENSMUSG00000040701	AP1G2
Ap1m1	ENSMUSG00000003033	AP1M1
Ap1m2	ENSMUSG00000003309	AP1M2
Ap1s1	ENSMUSG00000004849	AP1S1
Ap1s2	ENSMUSG00000031367	AP1S2
Ap1s3	ENSMUSG00000054702	AP1S3
Ap2a1	ENSMUSG00000060279	AP2A1
Ap2a2	ENSMUSG00000002957	AP2A2
Ap2b1	ENSMUSG00000035152	AP2B1
Ap2m1	ENSMUSG00000022841	AP2M1
Ap2s1	ENSMUSG00000008036	AP2S1
Ap3b1	ENSMUSG00000021686	AP3B1
Ap3b2	ENSMUSG00000062444	AP3B2
Ap3d1	ENSMUSG00000020198	AP3D1
Ap3m1	ENSMUSG00000021824	AP3M1
Ap3m2	ENSMUSG00000031539	AP3M2
Ap3s1	ENSMUSG00000024480	AP3S1
Ap3s2	ENSMUSG00000063801	AP3S2
Ap4b1	ENSMUSG00000032952	AP4B1
Ap4e1	ENSMUSG00000001998	AP4E1
Ap4m1	ENSMUSG00000019518	AP4M1
Ap4s1	ENSMUSG00000020955	AP4S1
Ap5b1	ENSMUSG00000049562	AP5B1
Ap5m1	ENSMUSG00000036291	AP5M1
Ap5s1	ENSMUSG00000068264	AP5S1
Ap5z1	ENSMUSG00000039623	AP5Z1
Apaf1	ENSMUSG00000019979	APAF1
Apba1	ENSMUSG00000024897	APBA1
Apba2	ENSMUSG00000030519	APBA2
Apba3	ENSMUSG00000004931	APBA3
Apbb1	ENSMUSG00000037032	APBB1
Apbb1ip	ENSMUSG00000026786	APBB1IP
Apbb2	ENSMUSG00000029207	APBB2
Apbb3	ENSMUSG00000117679	APBB3
Apc	ENSMUSG00000005871	APC
Apc2	ENSMUSG00000020135	APC2
Apcdd1	ENSMUSG00000071847	APCDD1
Apcs	ENSMUSG00000026542	APCS
Apeh	ENSMUSG00000032590	APEH
Apex1	ENSMUSG00000035960	APEX1
Apex2	ENSMUSG00000025269	APEX2
Aph1a	ENSMUSG00000015750	APH1A
Aph1b	ENSMUSG00000032375	APH1B
Aph1c	ENSMUSG00000053040	APH1B
Api5	ENSMUSG00000027193	API5
Apip	ENSMUSG00000010911	APIP
Aplf	ENSMUSG00000030051	APLF
Apln	ENSMUSG00000037010	APLN
Aplnr	ENSMUSG00000044338	APLNR
Aplp1	ENSMUSG00000006651	APLP1
Aplp2	ENSMUSG00000031996	APLP2
Apmap	ENSMUSG00000033096	APMAP
Apoa1	ENSMUSG00000032083	APOA1
Apoa2	ENSMUSG00000005681	APOA2
Apoa4	ENSMUSG00000032080	APOA4
Apoa5	ENSMUSG00000032079	APOA5
Apob	ENSMUSG00000020609	APOB
Apobec1	ENSMUSG00000040613	APOBEC1
Apobec2	ENSMUSG00000040694	APOBEC2
Apobec3	ENSMUSG00000009585	APOBEC3H
Apobec4	ENSMUSG00000055547	APOBEC4
Apobr	ENSMUSG00000042759	APOBR
Apoc1	ENSMUSG00000040564	APOC1
Apoc2	ENSMUSG00000002992	APOC4-APOC2
Apoc2	ENSMUSG00000002992	APOC2
Apoc3	ENSMUSG00000032081	APOC3
Apoc4	ENSMUSG00000074336	APOC4
Apod	ENSMUSG00000022548	APOD
Apoe	ENSMUSG00000002985	APOE
Apof	ENSMUSG00000047631	APOF
Apoh	ENSMUSG00000000049	APOH
Apol10a	ENSMUSG00000050982	APOL4
Apol10a	ENSMUSG00000050982	APOL3
Apol10a	ENSMUSG00000050982	APOL1
Apol10a	ENSMUSG00000050982	APOL2
Apol10b	ENSMUSG00000050014	APOL3
Apol10b	ENSMUSG00000050014	APOL2
Apol10b	ENSMUSG00000050014	APOL1
Apol10b	ENSMUSG00000050014	APOL4
Apol11a	ENSMUSG00000091650	APOL3
Apol11a	ENSMUSG00000091650	APOL1
Apol11a	ENSMUSG00000091650	APOL4
Apol11a	ENSMUSG00000091650	APOL2
Apol11b	ENSMUSG00000091694	APOL2
Apol11b	ENSMUSG00000091694	APOL4
Apol11b	ENSMUSG00000091694	APOL1
Apol11b	ENSMUSG00000091694	APOL3
Apol6	ENSMUSG00000033576	APOL6
Apol7a	ENSMUSG00000010601	APOL2
Apol7a	ENSMUSG00000010601	APOL3
Apol7a	ENSMUSG00000010601	APOL1
Apol7a	ENSMUSG00000010601	APOL4
Apol7b	ENSMUSG00000068252	APOL2
Apol7b	ENSMUSG00000068252	APOL3
Apol7b	ENSMUSG00000068252	APOL1
