gene_name	gene_id
	ENSG00000263231
ICE2P1	ENSG00000281800
GBA	ENSG00000262446
LINC01060	ENSG00000281580
	ENSG00000276065
HES5	ENSG00000273529
	ENSG00000281482
TNFRSF14-AS1	ENSG00000281197
KIR2DP1	ENSG00000273753
	ENSG00000281734
KIR3DL2	ENSG00000275838
PRXL2B	ENSG00000275125
	ENSG00000277629
OR2J3	ENSG00000226271
HLA-H	ENSG00000231904
KIR2DL4	ENSG00000276979
MICB	ENSG00000231179
	ENSG00000282598
SCT	ENSG00000274473
PTDSS2	ENSG00000282367
KIR3DL3	ENSG00000274763
KIR2DS2	ENSG00000278300
TMC4	ENSG00000274873
KCNIP4	ENSG00000281758
	ENSG00000281559
	ENSG00000280838
SLC5A8	ENSG00000262217
	ENSG00000281470
TIMM22	ENSG00000278501
OR2U2P	ENSG00000230754
TRIM10	ENSG00000237703
LENG1	ENSG00000275935
NXN	ENSG00000281300
	ENSG00000275991
VSTM1	ENSG00000276363
KIR2DL3	ENSG00000275623
ANO4	ENSG00000262139
	ENSG00000277642
KIR3DL3	ENSG00000276572
	ENSG00000263114
	ENSG00000261867
MICG	ENSG00000235714
RNF39	ENSG00000236967
KIR3DX1	ENSG00000276848
HCN3	ENSG00000263324
	ENSG00000281612
CNOT3	ENSG00000273943
	ENSG00000280626
	ENSG00000280578
ZNF90P2	ENSG00000236614
LILRA5	ENSG00000278355
	ENSG00000280504
MUC21	ENSG00000231350
LILRP2	ENSG00000278795
UGT2A3	ENSG00000278216
HCG15	ENSG00000224642
TRIM31-AS1	ENSG00000235722
TNF	ENSG00000228978
RPS9	ENSG00000274646
OR11A1	ENSG00000232289
FAM189B	ENSG00000262666
	ENSG00000278384
UGT2B27P	ENSG00000281308
MOG	ENSG00000234096
LILRP1	ENSG00000276526
	ENSG00000280525
	ENSG00000280794
RPS9	ENSG00000275323
UGT2B29P	ENSG00000281547
LILRB1	ENSG00000276452
UGT2B10	ENSG00000275190
LENG1	ENSG00000278426
KIR3DL3	ENSG00000274511
	ENSG00000281154
NLRP7	ENSG00000277071
	ENSG00000281510
OSCAR	ENSG00000276982
NCR1	ENSG00000278362
UGT2B15	ENSG00000277132
TARM1	ENSG00000274889
VSTM1	ENSG00000276159
	ENSG00000280740
	ENSG00000280720
MT2P1	ENSG00000278061
	ENSG00000281704
TMPRSS11E	ENSG00000274058
LILRA4	ENSG00000274185
VSTM1	ENSG00000274953
LAIR2	ENSG00000274084
	ENSG00000279577
NLRP7	ENSG00000276804
PCGF7P	ENSG00000275641
ZNF729	ENSG00000279552
ZNF676	ENSG00000276219
	ENSG00000281174
	ENSG00000281127
	ENSG00000279902
ZNF92P2	ENSG00000274875
	ENSG00000281890
	ENSG00000279731
MTDHP5	ENSG00000279661
VN1R85P	ENSG00000280210
	ENSG00000273726
BNIP3P31	ENSG00000279984
YTHDC1	ENSG00000275272
LILRP2	ENSG00000275462
BNIP3P30	ENSG00000279350
LAIR1	ENSG00000278154
LILRB4	ENSG00000278555
TFPT	ENSG00000275086
MUC20	ENSG00000281630
	ENSG00000274894
NLRP2	ENSG00000275399
SDHAP2	ENSG00000281418
DEFB104B	ENSG00000277006
	ENSG00000281654
	ENSG00000281583
DEFB105B	ENSG00000274729
PRR23D1	ENSG00000274540
	ENSG00000274566
	ENSG00000274050
DEFB4B	ENSG00000275444
NDUFA3	ENSG00000273642
FAM90A7P	ENSG00000281040
DEFB103B	ENSG00000273641
KIR2DL1	ENSG00000275196
NLRP2	ENSG00000275843
	ENSG00000277802
DEFB108C	ENSG00000276378
KSR1P1	ENSG00000282764
IGKV1OR10-1	ENSG00000282178
FAM90A22P	ENSG00000281407
	ENSG00000282271
LILRA3	ENSG00000273884
OR7E157P	ENSG00000280960
PABPC1P8	ENSG00000282372
HSPD1P3	ENSG00000282496
FAM90A21P	ENSG00000281150
ZNF705G	ENSG00000274195
	ENSG00000277824
	ENSG00000273519
LILRA6	ENSG00000275584
MBOAT7	ENSG00000277923
DEFB107B	ENSG00000277530
FAM90A6P	ENSG00000280471
SPAG11B	ENSG00000274405
	ENSG00000276312
RNA5-8SN4	ENSG00000276700
	ENSG00000275757
	ENSG00000273739
NDUFA3	ENSG00000275724
OSCAR	ENSG00000275551
NLRP7	ENSG00000274174
RPS9	ENSG00000278081
DEFB106B	ENSG00000275794
RDH13	ENSG00000275474
MUC20	ENSG00000274843
MBOAT7	ENSG00000275118
	ENSG00000281561
FAM66B	ENSG00000280677
	ENSG00000280939
FAM90A23P	ENSG00000281862
NLRP7	ENSG00000277776
NLRP2	ENSG00000278789
KIR3DS1	ENSG00000275434
TMC4	ENSG00000277667
PRAMEF5	ENSG00000276420
MBOAT7	ENSG00000277733
	ENSG00000281421
RPS9	ENSG00000274005
	ENSG00000274107
PRAMEF22	ENSG00000276816
TSEN34	ENSG00000275165
PRAMEF18	ENSG00000277853
	ENSG00000226799
LILRA2	ENSG00000274000
ZFP57	ENSG00000227858
OR2H5P	ENSG00000229469
	ENSG00000281121
OR5V1	ENSG00000242289
	ENSG00000281229
GPR53P	ENSG00000227576
	ENSG00000280946
OR2J2	ENSG00000225550
	ENSG00000281597
	ENSG00000281073
	ENSG00000281743
PRAMEF8	ENSG00000278021
TMEM183AP1	ENSG00000225305
HLA-DRB9	ENSG00000227384
SDHAP2	ENSG00000281237
MSH5-SAPCD1	ENSG00000264619
SDHAP2	ENSG00000281687
TFPT	ENSG00000273833
DENND11	ENSG00000262599
MYOM2	ENSG00000274137
TFPT	ENSG00000276296
	ENSG00000274109
MUC20-OT1	ENSG00000281060
	ENSG00000277953
PRAMEF25	ENSG00000276299
CNOT3	ENSG00000275979
HLA-G	ENSG00000276051
	ENSG00000281711
	ENSG00000261994
	ENSG00000273865
	ENSG00000276370
KIR2DS3	ENSG00000274739
PRAMEF9	ENSG00000281573
FCAR	ENSG00000278415
	ENSG00000282257
MYL6P5	ENSG00000275193
TSEN34	ENSG00000273896
NDUFA3	ENSG00000276061
	ENSG00000252239
BTG3-AS1	ENSG00000281317
SSBP1	ENSG00000262771
BTG3	ENSG00000281484
TARM1	ENSG00000275123
	ENSG00000276421
	ENSG00000273916
	ENSG00000288613
VSTM1	ENSG00000276066
	ENSG00000280972
	ENSG00000280542
	ENSG00000280882
RPL32P1	ENSG00000231580
LILRA6	ENSG00000277177
OR2J1	ENSG00000234305
	ENSG00000280621
LILRB2	ENSG00000276146
DDX39BP1	ENSG00000235697
HCG4P8	ENSG00000277480
DHX16	ENSG00000227222
RDH13	ENSG00000274504
OSCAR	ENSG00000274703
	ENSG00000281900
KIR2DS1	ENSG00000278120
	ENSG00000281400
	ENSG00000281065
	ENSG00000280940
KIR3DL2	ENSG00000278707
	ENSG00000280929
C22orf15	ENSG00000273579
RPS9	ENSG00000278270
HLA-K	ENSG00000233964
CABIN1	ENSG00000281670
	ENSG00000229040
HSPA1B	ENSG00000232804
	ENSG00000282385
	ENSG00000276636
SLC39A11	ENSG00000282291
LILRA2	ENSG00000278634
GABBR1	ENSG00000232569
SMARCB1	ENSG00000275837
LENG1	ENSG00000277457
	ENSG00000281424
	ENSG00000280545
CEACAM4	ENSG00000274131
AGK	ENSG00000262327
	ENSG00000281161
	ENSG00000278296
NLRP2	ENSG00000274638
TMC4	ENSG00000277996
TMEM179	ENSG00000276342
CEACAMP3	ENSG00000280470
HLA-DRA	ENSG00000277263
	ENSG00000282405
	ENSG00000282484
PLEKHA3P1	ENSG00000274857
	ENSG00000281936
DNAJC19P2	ENSG00000281505
	ENSG00000282334
CEACAM21	ENSG00000278565
IFITM4P	ENSG00000229942
	ENSG00000282397
ZNF90P2	ENSG00000232997
OR11A1	ENSG00000223898
LINC01194	ENSG00000273954
C14orf180	ENSG00000274126
WEE2	ENSG00000263042
	ENSG00000282053
BTNL2	ENSG00000275798
NDUFA3	ENSG00000278365
	ENSG00000282260
OR2B3	ENSG00000226832
CNOT3	ENSG00000274941
KBTBD11	ENSG00000273645
	ENSG00000282101
	ENSG00000282661
HLA-G	ENSG00000233095
NOP56P1	ENSG00000273323
LINC02569	ENSG00000236934
KIR2DS4	ENSG00000274533
	ENSG00000282191
OR2J4P	ENSG00000218297
	ENSG00000281980
	ENSG00000272907
KIR3DL2	ENSG00000276739
	ENSG00000282435
HCG18	ENSG00000234893
	ENSG00000262671
	ENSG00000262656
MUC20	ENSG00000275430
	ENSG00000282263
	ENSG00000282475
FAM189A1	ENSG00000273564
ARHGEF10	ENSG00000274726
KIR3DP1	ENSG00000276912
KIR2DL5A	ENSG00000274143
	ENSG00000282155
	ENSG00000282226
CNOT3	ENSG00000277114
	ENSG00000281901
DNAJC19P3	ENSG00000281659
	ENSG00000276944
	ENSG00000280726
	ENSG00000281767
FAM20C	ENSG00000281429
LINC01480	ENSG00000280540
	ENSG00000282190
	ENSG00000282368
	ENSG00000282422
	ENSG00000282075
	ENSG00000282696
CEACAM7	ENSG00000280501
APBA2	ENSG00000276495
MUC4	ENSG00000276613
LENG1	ENSG00000276628
	ENSG00000281382
DDR1-DT	ENSG00000223405
LINC01623	ENSG00000272629
	ENSG00000281993
	ENSG00000281556
	ENSG00000281788
NEU1	ENSG00000184494
	ENSG00000281349
	ENSG00000277507
NDUFA3	ENSG00000276766
	ENSG00000281224
MIF	ENSG00000276701
PATL2	ENSG00000282077
TRIM69	ENSG00000278211
	ENSG00000273506
VSTM1	ENSG00000275577
	ENSG00000280601
	ENSG00000281287
	ENSG00000281180
	ENSG00000278827
DERL3	ENSG00000274437
LILRB1	ENSG00000277807
KIR2DP1	ENSG00000277286
TMC4	ENSG00000274905
LILRB3	ENSG00000277816
ATP23	ENSG00000262145
TRIM10	ENSG00000137394
	ENSG00000262819
RDH13	ENSG00000276341
LINC02403	ENSG00000262201
	ENSG00000273655
	ENSG00000282781
TFPT	ENSG00000276504
FAM20C	ENSG00000282147
	ENSG00000262082
GIHCG	ENSG00000262349
HCG14	ENSG00000237010
	ENSG00000241124
	ENSG00000282309
MAS1LP1	ENSG00000237544
HCG4	ENSG00000228706
SUMO2P1	ENSG00000235666
	ENSG00000282645
MDC1-AS1	ENSG00000236522
RN7SKP65	ENSG00000262776
	ENSG00000281951
ZNRD1ASP	ENSG00000196299
TSEN34	ENSG00000274078
	ENSG00000282557
	ENSG00000282333
SLC2A11	ENSG00000275744
	ENSG00000282662
	ENSG00000282575
	ENSG00000282461
OR2U1P	ENSG00000237366
	ENSG00000224925
ZNF311	ENSG00000223687
TBX22	ENSG00000277800
RPS9	ENSG00000277359
SORD2P	ENSG00000282195
	ENSG00000232253
OSCAR	ENSG00000275644
	ENSG00000282038
HLA-T	ENSG00000229552
HERC2	ENSG00000276802
OR2J1	ENSG00000206523
POMZP3	ENSG00000276464
RPL13P	ENSG00000273122
OR2I1P	ENSG00000231973
TSBP1-AS1	ENSG00000228738
LINC00533	ENSG00000249032
OR2U2P	ENSG00000226844
ZNF90P2	ENSG00000229714
LINC01556	ENSG00000237634
PSORS1C1	ENSG00000235487
SERPINF1	ENSG00000282307
	ENSG00000282700
HLA-B	ENSG00000206450
B2M	ENSG00000273686
MBOAT7	ENSG00000278519
APOM	ENSG00000235754
SCARF1	ENSG00000276336
RPS17P1	ENSG00000232302
OR2J3	ENSG00000232178
	ENSG00000223708
MICA	ENSG00000233051
	ENSG00000276287
	ENSG00000275984
	ENSG00000276551
WHAMMP2	ENSG00000282540
NLRP7	ENSG00000277179
KIR3DX1	ENSG00000275918
	ENSG00000282006
	ENSG00000282073
	ENSG00000282145
	ENSG00000282224
ABCB10P3	ENSG00000282479
GOLGA8G	ENSG00000277090
UPK3B	ENSG00000276184
TSEN34	ENSG00000274796
C4B_2	ENSG00000233312
	ENSG00000275304
	ENSG00000234092
	ENSG00000275633
TRIM26BP	ENSG00000223840
	ENSG00000234063
SPDYE16	ENSG00000281950
OSCAR	ENSG00000278533
RPSAP2	ENSG00000249814
	ENSG00000234417
PPP1R10	ENSG00000230995
	ENSG00000207390
	ENSG00000273845
	ENSG00000282580
	ENSG00000273636
	ENSG00000275661
	ENSG00000282364
	ENSG00000276351
	ENSG00000276345
DTX2	ENSG00000282379
CTSO	ENSG00000263238
	ENSG00000273532
LILRB2	ENSG00000275463
TFPT	ENSG00000276323
	ENSG00000282779
HERC2P1	ENSG00000282567
OCA2	ENSG00000277361
ASIC5	ENSG00000262505
NDUFA3	ENSG00000276220
TDO2	ENSG00000262635
RDH13	ENSG00000276826
TLCD2	ENSG00000275246
	ENSG00000278670
	ENSG00000282349
	ENSG00000282254
MBOAT7	ENSG00000278322
WDR81	ENSG00000276021
MROH5	ENSG00000282181
ZFP57	ENSG00000226858
	ENSG00000282477
LINC01300	ENSG00000282594
NLRP2	ENSG00000275796
	ENSG00000282573
HNRNPA1P38	ENSG00000282315
	ENSG00000277517
PTP4A3	ENSG00000275575
MAMDC2-AS1	ENSG00000277409
MAMDC2	ENSG00000278608
TFPT	ENSG00000276263
HCG17	ENSG00000241701
HCG18	ENSG00000228894
	ENSG00000274651
	ENSG00000275117
	ENSG00000274806
	ENSG00000282544
RPL5P32	ENSG00000282545
FAM138D	ENSG00000262927
	ENSG00000282060
GPR20	ENSG00000275181
OR2AD1P	ENSG00000225567
	ENSG00000282072
	ENSG00000235668
	ENSG00000282660
PDCD6IPP2	ENSG00000282655
MAS1L	ENSG00000206470
	ENSG00000262226
	ENSG00000262016
	ENSG00000276275
IQSEC3	ENSG00000262607
OR2H2	ENSG00000206467
ABCB10P4	ENSG00000282004
GOLGA8M	ENSG00000278186
TRBV11-1	ENSG00000282711
LILRP1	ENSG00000273740
	ENSG00000282503
	ENSG00000282169
TRBV7-6	ENSG00000282704
ATAT1	ENSG00000231257
NSMCE3	ENSG00000282130
LILRB5	ENSG00000277414
TRBV10-1	ENSG00000282618
	ENSG00000281925
HERC2P9	ENSG00000282417
TRBV5-2	ENSG00000282236
TRBV7-4	ENSG00000282756
TRBV5-5	ENSG00000282577
	ENSG00000282505
CES1P1	ENSG00000281948
TRBV11-3	ENSG00000282242
TARM1	ENSG00000277178
TRBV1	ENSG00000282423
TRBV19	ENSG00000282621
CES5A	ENSG00000261972
	ENSG00000275583
TRBV12-4	ENSG00000282354
CNOT3	ENSG00000274176
TRBV7-1	ENSG00000282225
RPL41P2	ENSG00000282105
	ENSG00000282444
TRBV25-1	ENSG00000281963
	ENSG00000282198
	ENSG00000282648
	ENSG00000282023
TRBV17	ENSG00000282483
	ENSG00000282118
GOLGA8F	ENSG00000278310
TRBV5-3	ENSG00000282148
TRBV7-9	ENSG00000281943
TRBV5-7	ENSG00000282748
DDX11L8	ENSG00000272877
TRBV27	ENSG00000282234
LY6G5C	ENSG00000231325
	ENSG00000281377
HSP90AA4P	ENSG00000281610
TRBV7-2	ENSG00000282506
	ENSG00000263137
TRBV21-1	ENSG00000282462
	ENSG00000280513
TRPV5	ENSG00000274348
	ENSG00000280853
FRG1-DT	ENSG00000281787
	ENSG00000262193
	ENSG00000274208
WASH8P	ENSG00000262435
	ENSG00000282676
SLC43A2	ENSG00000278550
HNRNPA1P2	ENSG00000237295
TOMM40P4	ENSG00000281848
STK19	ENSG00000236250
CDRT15P3	ENSG00000274362
	ENSG00000276439
	ENSG00000236587
CHRFAM7A	ENSG00000275917
	ENSG00000274392
	ENSG00000228583
HSPA1A	ENSG00000237724
OR2P1P	ENSG00000225838
NOP56P1	ENSG00000230574
UBDP1	ENSG00000227228
OR2H5P	ENSG00000226796
HLA-F-AS1	ENSG00000206446
LENG1	ENSG00000276774
HSPA1L	ENSG00000236251
	ENSG00000282472
LILRA3	ENSG00000278046
	ENSG00000232272
TARM1	ENSG00000275384
	ENSG00000237006
GPSM3	ENSG00000233490
	ENSG00000282428
	ENSG00000282261
RPS9	ENSG00000274626
	ENSG00000277419
	ENSG00000274734
	ENSG00000273839
	ENSG00000282336
	ENSG00000276367
	ENSG00000277980
RPH3AL-AS1	ENSG00000275886
ARHGAP11A	ENSG00000275568
RPH3AL	ENSG00000282013
LILRA5	ENSG00000275404
TMC4	ENSG00000276260
TRBV12-5	ENSG00000282605
OR2I1P	ENSG00000229467
OR2W1	ENSG00000234101
MICC	ENSG00000233466
TRBJ2-2P	ENSG00000282589
LSM2	ENSG00000236826
PRSS3P3	ENSG00000282303
TRBJ1-6	ENSG00000281957
TRBJ1-5	ENSG00000282215
TRBV11-2	ENSG00000282436
TRBV20-1	ENSG00000282064
	ENSG00000282543
HLA-DOB	ENSG00000243612
TRBV10-2	ENSG00000282007
LLCFC1	ENSG00000275821
TRBV9	ENSG00000282204
PRSS3P1	ENSG00000282295
	ENSG00000276720
LILRB2	ENSG00000277751
TRBC1	ENSG00000281981
TRBJ2-1	ENSG00000282488
	ENSG00000282170
ZBED9	ENSG00000248496
RPP21	ENSG00000239927
OR12D2	ENSG00000235966
LILRB5	ENSG00000274311
	ENSG00000236771
LINC01015	ENSG00000224446
OR5V1	ENSG00000233046
TRPV6	ENSG00000276971
MAS1LP1	ENSG00000229889
ZFP57	ENSG00000223852
	ENSG00000275116
KRT18P1	ENSG00000233505
LINC01623	ENSG00000227966
	ENSG00000277366
KIR3DX1	ENSG00000276033
LILRA5	ENSG00000274914
PRRT1	ENSG00000229071
OR2H2	ENSG00000224319
KIR2DL2	ENSG00000274412
HCG17	ENSG00000236729
	ENSG00000278697
	ENSG00000282623
	ENSG00000237108
	ENSG00000277783
	ENSG00000273605
HLA-DRB3	ENSG00000230463
	ENSG00000273741
RPL13AP	ENSG00000227961
OR12D3	ENSG00000242022
LILRA6	ENSG00000275539
GNL1	ENSG00000229470
TRPM1	ENSG00000274965
NLRP7	ENSG00000274571
LY6G6E	ENSG00000224708
HCG4	ENSG00000225346
HCG21	ENSG00000223454
	ENSG00000282357
RILP	ENSG00000274145
MRPS18B	ENSG00000227420
	ENSG00000282426
LILRB1	ENSG00000274669
SPPL2C	ENSG00000277106
DLGAP2-AS1	ENSG00000282643
MIR22HG	ENSG00000282800
DLGAP2	ENSG00000274161
RPS7P11	ENSG00000282052
	ENSG00000281927
LST1	ENSG00000230791
	ENSG00000282171
KIR2DS4	ENSG00000274921
TRBV6-7	ENSG00000282470
PRSS2	ENSG00000282049
	ENSG00000282523
RPL13P	ENSG00000226714
KANSL1-AS1	ENSG00000282799
TRBV7-3	ENSG00000282203
	ENSG00000233950
TRBV18	ENSG00000282771
	ENSG00000282002
RPP21	ENSG00000241863
MAPK8IP1P2	ENSG00000282351
MOXD2P	ENSG00000282809
NSFP1	ENSG00000282733
WNT3	ENSG00000277641
CES1	ENSG00000262243
MRPS18B	ENSG00000233813
	ENSG00000281265
PRSS1	ENSG00000274247
AZU1	ENSG00000278624
DDT	ENSG00000275003
LRRC37A2	ENSG00000274332
DND1P1	ENSG00000282614
	ENSG00000281982
ARHGAP27	ENSG00000276907
PRTN3	ENSG00000277804
KIR3DP1	ENSG00000274498
PRPF8	ENSG00000274442
KIR3DL2	ENSG00000273911
	ENSG00000276932
	ENSG00000273496
TRBV23-1	ENSG00000282449
	ENSG00000282040
	ENSG00000281354
TRBV5-4	ENSG00000282466
GSTT1	ENSG00000277656
PRSS3P2	ENSG00000282667
HLA-W	ENSG00000234849
TRIM26BP	ENSG00000249434
HCG4B	ENSG00000231941
OR6V1	ENSG00000277378
NCR3	ENSG00000236315
HCG27	ENSG00000234079
OR9P1P	ENSG00000282335
	ENSG00000282313
PGBD4P1	ENSG00000282270
TRBJ1-4	ENSG00000282273
OR12D1	ENSG00000249103
NRM	ENSG00000236843
MGAM2	ENSG00000278563
PLPPR3	ENSG00000282283
PSORS1C2	ENSG00000224544
HCP5	ENSG00000237105
KIR3DL3	ENSG00000278723
MED16	ENSG00000282092
KIR2DL2	ENSG00000275960
FCAR	ENSG00000275564
TRIM39	ENSG00000224994
	ENSG00000280786
MAPT-IT1	ENSG00000281284
	ENSG00000281310
MAPT	ENSG00000276155
	ENSG00000281722
MIF-AS1	ENSG00000281335
	ENSG00000281276
GSTT2	ENSG00000277897
TSBP1-AS1	ENSG00000235135
MRPS18B	ENSG00000229861
DDX39BP2	ENSG00000235809
AGPAT1	ENSG00000236873
LENG8	ENSG00000276458
	ENSG00000274968
KIR2DP1	ENSG00000276503
PRPF31	ENSG00000275885
	ENSG00000282264
OR9A2	ENSG00000273914
	ENSG00000280552
TRBV13	ENSG00000282407
ELANE	ENSG00000277571
TRBV28	ENSG00000282812
TRBJ2-2	ENSG00000282272
IGKV1D-8	ENSG00000281078
EPHB6	ENSG00000275482
	ENSG00000281582
CHCHD10	ENSG00000273607
IGKV3D-7	ENSG00000275777
	ENSG00000280569
IGKV1OR2-118	ENSG00000280572
PRH2	ENSG00000272803
	ENSG00000280491
	ENSG00000281759
	ENSG00000280768
OR2J3	ENSG00000233636
RPS17P1	ENSG00000228840
OR5V1	ENSG00000243441
	ENSG00000226109
MICD	ENSG00000230745
CFD	ENSG00000274619
GSTT4	ENSG00000281748
OR2G1P	ENSG00000231320
OR14J1	ENSG00000234100
ABHD16A	ENSG00000231488
WASF5P	ENSG00000234980
	ENSG00000224131
PTMAP1	ENSG00000223851
HLA-V	ENSG00000224736
	ENSG00000262531
TAS2R30	ENSG00000262111
DDTL	ENSG00000275758
TAS2R19	ENSG00000263028
NAIP	ENSG00000278613
TAS2R8	ENSG00000272712
TAS2R7	ENSG00000273326
MMP11	ENSG00000275365
	ENSG00000262829
TAS2R50	ENSG00000273431
	ENSG00000272751
TAS2R43	ENSG00000262612
OR12D3	ENSG00000204692
OR11A1	ENSG00000237258
TAS2R14	ENSG00000261984
DDX39BP2	ENSG00000227389
OR2J2	ENSG00000196231
TAS2R9	ENSG00000273086
OR2B3	ENSG00000233687
	ENSG00000225188
	ENSG00000261853
TAS2R45	ENSG00000261936
LY6G6F	ENSG00000239741
MICB	ENSG00000238289
TAS2R31	ENSG00000263097
TAS2R13	ENSG00000273457
TAS2R46	ENSG00000262525
TTYH1	ENSG00000276537
TAS2R20	ENSG00000273092
HLA-V	ENSG00000229529
TAS2R15P	ENSG00000273144
	ENSG00000262293
PRR4	ENSG00000263247
TMEM183AP1	ENSG00000224241
PSORS1C1	ENSG00000231094
LINC01149	ENSG00000226768
MCCD1P2	ENSG00000229034
PSMB9	ENSG00000243958
DDAH2	ENSG00000226634
HLA-T	ENSG00000226727
OR2W1	ENSG00000228652
PTPRN2	ENSG00000282185
PPP1R11	ENSG00000236560
MAPT-IT1	ENSG00000282620
TJP1	ENSG00000277401
	ENSG00000276906
	ENSG00000282032
	ENSG00000282491
	ENSG00000267954
KIR3DP1	ENSG00000278157
	ENSG00000278401
GSTT2B	ENSG00000278695
	ENSG00000282727
GSDMD	ENSG00000278718
WNT9B	ENSG00000276799
LILRB4	ENSG00000278279
TCF19	ENSG00000224472
MAPT-AS1	ENSG00000282067
SALL3	ENSG00000277015
	ENSG00000281401
	ENSG00000282325
NCF4-AS1	ENSG00000281093
RN7SL268P	ENSG00000277187
LINC02210-CRHR1	ENSG00000282456
NCF4	ENSG00000275990
MAPK8IP1P1	ENSG00000282723
	ENSG00000282563
SMIM10L1	ENSG00000262986
LRRC37A4P	ENSG00000282331
TAS2R64P	ENSG00000263083
TAS2R10	ENSG00000272805
	ENSG00000282361
	ENSG00000272718
NSF	ENSG00000276262
TAS2R63P	ENSG00000263158
ATAT1	ENSG00000234549
LINC01896	ENSG00000282765
HCG21	ENSG00000228448
RPL7P4	ENSG00000229575
OR14J1	ENSG00000112459
SERPINF2	ENSG00000276838
PSORS1C3	ENSG00000230983
RPL7P4	ENSG00000226494
TRIM31-AS1	ENSG00000237050
	ENSG00000237120
ATP9B	ENSG00000282266
LINC01623	ENSG00000234966
RPL7AP7	ENSG00000233465
LTB	ENSG00000223448
BTNL2	ENSG00000225845
KIR2DL1	ENSG00000274926
	ENSG00000282460
PVALB	ENSG00000274665
TSBP1-AS1	ENSG00000230602
	ENSG00000262237
	ENSG00000233649
ATP6V1G3	ENSG00000263014
SAPCD1	ENSG00000234951
BDH1	ENSG00000275544
MTRNR2L6	ENSG00000282017
	ENSG00000282565
OR2B3	ENSG00000231319
LINC01556	ENSG00000231041
	ENSG00000233853
PPP1R11	ENSG00000237403
TRBV6-5	ENSG00000277110
TCF19	ENSG00000206455
NDUFA3	ENSG00000277722
TRBV14	ENSG00000282252
TMPOP1	ENSG00000233700
TRBV12-1	ENSG00000282760
PSMB9	ENSG00000239836
TRBV4-2	ENSG00000282285
	ENSG00000282054
TRBV5-1	ENSG00000282803
PTPRC	ENSG00000262418
	ENSG00000275752
CNOT3	ENSG00000277615
	ENSG00000282353
TRBJ2-6	ENSG00000282154
TRBV7-7	ENSG00000282179
TRBV2	ENSG00000282568
MGAM	ENSG00000282607
SCGB1C2	ENSG00000277730
NDUFB9P1	ENSG00000279830
LINC02570	ENSG00000225888
	ENSG00000277606
LSM2	ENSG00000172850
	ENSG00000276983
PLEKHM1	ENSG00000276358
GP6	ENSG00000277439
	ENSG00000282515
RN7SL105P	ENSG00000273968
PSORS1C1	ENSG00000233439
LINC02091	ENSG00000282365
	ENSG00000282029
TAF9	ENSG00000276463
TTYH1	ENSG00000276887
RPH3AL	ENSG00000262334
NEU1	ENSG00000234343
HCG27	ENSG00000232758
OR2I1P	ENSG00000232049
MAS1LP1	ENSG00000227668
OR12D2	ENSG00000204690
GABBR1	ENSG00000237051
MTCO3P1	ENSG00000228845
	ENSG00000275478
HLA-DQB3	ENSG00000224793
HLA-W	ENSG00000236746
TAP1	ENSG00000232367
TNXA	ENSG00000224140
MTCO3P1	ENSG00000228025
TRIM31-AS1	ENSG00000229223
LENG1	ENSG00000278257
HLA-DRB4	ENSG00000231021
	ENSG00000274741
C2	ENSG00000206372
TRBV16	ENSG00000282415
TRBVB	ENSG00000282047
TRBV6-1	ENSG00000281970
TFPT	ENSG00000276022
	ENSG00000273715
PRSS58	ENSG00000276785
	ENSG00000278096
ZC3H3	ENSG00000282684
KRT31	ENSG00000262993
RAD17	ENSG00000276618
	ENSG00000274144
	ENSG00000278443
RPL13AP	ENSG00000224053
PYCR3	ENSG00000276657
PPP1R11	ENSG00000233314
CRHR1	ENSG00000276191
TBC1D3P7	ENSG00000262591
KRT33A	ENSG00000261986
KIR2DL3	ENSG00000274952
	ENSG00000262517
	ENSG00000262640
TRBV24-1	ENSG00000282730
GOLGA8J	ENSG00000278119
PLEKHM1	ENSG00000277111
	ENSG00000262802
TRBJ2-7	ENSG00000282392
TRBJ1-3	ENSG00000282500
POLR1H	ENSG00000236808
	ENSG00000282610
TRBVA	ENSG00000281972
TRBV26	ENSG00000281968
OR6W1P	ENSG00000274360
TRBV4-1	ENSG00000282014
	ENSG00000229441
	ENSG00000281427
TRBC2	ENSG00000276849
C2	ENSG00000231543
OR10A3	ENSG00000273953
TRBV8-1	ENSG00000281952
OR5P2	ENSG00000276025
TRBV22-1	ENSG00000282036
	ENSG00000276120
KRT37	ENSG00000263022
	ENSG00000272101
TRBV10-3	ENSG00000282340
OR5E1P	ENSG00000280497
	ENSG00000275394
	ENSG00000280611
OR5P3	ENSG00000278253
GREM1	ENSG00000276886
KIR3DP1	ENSG00000276041
TRBJ1-1	ENSG00000282078
	ENSG00000281360
OR10A6	ENSG00000276451
TRBJ2-3	ENSG00000282371
	ENSG00000280749
NLRP10	ENSG00000276780
TRBV7-5	ENSG00000282709
NLRP2	ENSG00000273992
TRBJ2-5	ENSG00000282820
	ENSG00000278003
	ENSG00000274542
TRBV5-6	ENSG00000282098
KRTAP16-1	ENSG00000263186
TRBV12-2	ENSG00000282326
	ENSG00000262282
KRT34	ENSG00000262045
TRBV6-4	ENSG00000282240
TRBJ1-2	ENSG00000281989
	ENSG00000281367
RDH13	ENSG00000278284
TRBD1	ENSG00000282253
TRBJ2-4	ENSG00000282380
TRBV6-2	ENSG00000282719
TRBV30	ENSG00000282297
